Label,F1,F2,F3,F4,F5,F6,F7,F8,FZ,FY,FXL,NIR,Clear
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,2,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,2,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,2,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,2,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,2,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
LDPE,3,4,3,0,4,100,1,2,3,2,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,99,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,0,1,2,4,4,99,0
HDPE,1,3,4,0,4,98,0,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,2,3,3,93,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,3,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,2,4,4,100,0
HDPE,1,3,4,0,4,98,0,1,2,4,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,99,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,96,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,99,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,98,1,1,3,3,4,100,0
HDPE,1,4,4,0,4,100,0,1,2,3,4,89,0
HDPE,1,4,4,0,4,99,0,1,2,4,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,94,0
HDPE,1,3,4,0,4,99,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,99,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,98,1,1,2,4,4,100,0
HDPE,1,4,4,0,4,99,1,1,2,4,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,3,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,100,0
HDPE,1,4,4,0,4,100,1,1,2,3,4,99,0
HDPE,1,3,4,0,4,99,1,1,2,3,4,100,0
HDPE,1,3,3,0,3,84,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,94,0
HDPE,1,3,4,0,4,99,0,1,1,5,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,97,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,4,100,0,1,1,4,4,100,0
HDPE,1,3,4,0,3,91,0,1,1,4,4,100,0
HDPE,1,4,4,0,4,100,0,1,2,3,3,88,0
HDPE,1,2,4,0,4,100,0,0,1,4,3,82,0
HDPE,1,2,4,0,4,100,0,1,1,5,4,99,0
HDPE,1,2,4,0,3,99,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
HDPE,1,2,4,0,3,100,0,0,1,5,3,100,0
